Locus,Taxon,Query_Length,Target_Length
DROAN03008,A_gambiae,389,328
DROAN03008,A_maculatus,389,128
DROAN03008,A_melas,389,217
DROAN03008,A_merus,389,201
DROAN03008,A_minimus_new,389,394
DROAN03008,A_quadriannulatus_new,389,362
DROAN03008,A_sinensis,389,167
DROAN03008,A_stephensi,389,327
DROAN03008,C_quinquefasciatus_new,389,356
DROAN03008,D_melanogaster,389,347
DROAN03027,A_aegypti,1129,696
DROAN03027,A_albimanus,1129,735
DROAN03027,A_arabiensis,1129,667
DROAN03027,A_atroparvus,1129,297
DROAN03027,A_christyi,1129,360
DROAN03027,A_culicifacies_new,1129,535
DROAN03027,A_darlingi,1129,561
DROAN03027,A_dirus,1129,836
DROAN03027,A_epiroticus,1129,277
DROAN03027,A_farauti,1129,737
DROAN03027,A_funestris,1129,680
DROAN03027,A_gambiae,1129,625
DROAN03027,A_maculatus,1129,345
DROAN03027,A_melas,1129,311
DROAN03027,A_merus,1129,413
DROAN03027,A_minimus_new,1129,775
DROAN03027,A_quadriannulatus_new,1129,613
DROAN03027,A_sinensis,1129,165
DROAN03027,A_stephensi,1129,731
DROAN03027,C_quinquefasciatus_new,1129,1093
DROAN03027,D_melanogaster,1129,984
DROAN04514,A_aegypti,362,177
DROAN04514,A_albimanus,362,236
DROAN04514,A_arabiensis,362,241
DROAN04514,A_christyi,362,130
DROAN04514,A_culicifacies_new,362,182
DROAN04514,A_darlingi,362,288
DROAN04514,A_dirus,362,290
DROAN04514,A_epiroticus,362,163
DROAN04514,A_funestris,362,292
DROAN04514,A_gambiae,362,253
DROAN04514,A_maculatus,362,57
DROAN04514,A_melas,362,126
DROAN04514,A_merus,362,133
DROAN04514,A_minimus_new,362,291
DROAN04514,A_quadriannulatus_new,362,214
DROAN04514,A_sinensis,362,44
DROAN04514,A_stephensi,362,288
DROAN04514,C_quinquefasciatus_new,362,302
DROAN04514,D_melanogaster,362,243
DROAN04896,A_farauti,379,145
DROAN04896,C_quinquefasciatus_new,379,262
DROAN04896,D_melanogaster,379,174
DROAN04942,A_aegypti,182,181
DROAN04942,A_albimanus,182,181
DROAN04942,A_arabiensis,182,181
DROAN04942,A_christyi,182,176
DROAN04942,A_culicifacies_new,182,181
DROAN04942,A_darlingi,182,181
DROAN04942,A_dirus,182,181
DROAN04942,A_epiroticus,182,181
DROAN04942,A_funestris,182,181
DROAN04942,A_gambiae,182,148
DROAN04942,A_maculatus,182,180
DROAN04942,A_melas,182,179
DROAN04942,A_merus,182,181
DROAN04942,A_minimus_new,182,181
DROAN04942,A_quadriannulatus_new,182,181
DROAN04942,A_sinensis,182,149
DROAN04942,A_stephensi,182,181
DROAN04942,C_quinquefasciatus_new,182,181
DROAN04942,D_melanogaster,182,139
DROAN05063,A_farauti,415,190
DROAN05063,C_quinquefasciatus_new,415,111
DROAN05063,D_melanogaster,415,208
DROAN05084,A_aegypti,1180,990
DROAN05084,A_albimanus,1180,1044
DROAN05084,A_arabiensis,1180,1008
DROAN05084,A_atroparvus,1180,195
DROAN05084,A_christyi,1180,538
DROAN05084,A_culicifacies_new,1180,871
DROAN05084,A_darlingi,1180,1009
DROAN05084,A_dirus,1180,1054
DROAN05084,A_epiroticus,1180,388
DROAN05084,A_farauti,1180,1120
DROAN05084,A_funestris,1180,1042
DROAN05084,A_gambiae,1180,895
DROAN05084,A_maculatus,1180,633
DROAN05084,A_melas,1180,593
DROAN05084,A_merus,1180,657
DROAN05084,A_minimus_new,1180,1044
DROAN05084,A_quadriannulatus_new,1180,831
DROAN05084,A_sinensis,1180,457
DROAN05084,A_stephensi,1180,976
DROAN05084,C_quinquefasciatus_new,1180,1174
DROAN05084,D_melanogaster,1180,897
DROAN05214,D_melanogaster,285,110
DROAN05288,A_aegypti,810,641
DROAN05288,A_albimanus,810,743
DROAN05288,A_arabiensis,810,724
DROAN05288,A_atroparvus,810,108
DROAN05288,A_christyi,810,264
DROAN05288,A_culicifacies_new,810,468
DROAN05288,A_darlingi,810,552
DROAN05288,A_dirus,810,616
DROAN05288,A_epiroticus,810,97
DROAN05288,A_farauti,810,603
DROAN05288,A_funestris,810,705
DROAN05288,A_gambiae,810,574
DROAN05288,A_maculatus,810,273
DROAN05288,A_melas,810,168
DROAN05288,A_merus,810,313
DROAN05288,A_minimus_new,810,451
DROAN05288,A_quadriannulatus_new,810,465
DROAN05288,A_sinensis,810,235
DROAN05288,A_stephensi,810,743
DROAN05288,C_quinquefasciatus_new,810,744
DROAN05288,D_melanogaster,810,738
DROAN05368,A_aegypti,138,112
DROAN05368,A_albimanus,138,77
DROAN05368,A_arabiensis,138,77
DROAN05368,A_dirus,138,98
DROAN05368,A_farauti,138,132
DROAN05368,A_gambiae,138,80
DROAN05368,A_stephensi,138,77
DROAN05368,C_quinquefasciatus_new,138,98
DROAN05368,D_melanogaster,138,104
DROAN05428,A_aegypti,477,421
DROAN05428,A_albimanus,477,430
DROAN05428,A_arabiensis,477,442
DROAN05428,A_christyi,477,393
DROAN05428,A_culicifacies_new,477,419
DROAN05428,A_darlingi,477,412
DROAN05428,A_dirus,477,427
DROAN05428,A_epiroticus,477,377
DROAN05428,A_farauti,477,88
DROAN05428,A_funestris,477,436
DROAN05428,A_gambiae,477,419
DROAN05428,A_maculatus,477,372
DROAN05428,A_melas,477,409
DROAN05428,A_merus,477,402
DROAN05428,A_minimus_new,477,426
DROAN05428,A_quadriannulatus_new,477,461
DROAN05428,A_sinensis,477,310
DROAN05428,A_stephensi,477,421
DROAN05428,C_quinquefasciatus_new,477,434
DROAN05428,D_melanogaster,477,372
DROAN05494,A_aegypti,604,341
DROAN05494,A_albimanus,604,159
DROAN05494,A_arabiensis,604,85
DROAN05494,A_darlingi,604,62
DROAN05494,A_dirus,604,148
DROAN05494,A_farauti,604,574
DROAN05494,A_funestris,604,261
DROAN05494,A_minimus_new,604,336
DROAN05494,A_stephensi,604,53
DROAN05494,C_quinquefasciatus_new,604,456
DROAN05494,D_melanogaster,604,398
DROAN05598,A_aegypti,367,114
DROAN05598,A_albimanus,367,208
DROAN05598,A_arabiensis,367,160
DROAN05598,A_christyi,367,78
DROAN05598,A_darlingi,367,129
DROAN05598,A_dirus,367,53
DROAN05598,A_epiroticus,367,53
DROAN05598,A_farauti,367,180
DROAN05598,A_funestris,367,199
DROAN05598,A_gambiae,367,53
DROAN05598,A_merus,367,63
DROAN05598,A_quadriannulatus_new,367,228
DROAN05598,A_stephensi,367,159
DROAN05598,C_quinquefasciatus_new,367,250
DROAN05598,D_melanogaster,367,313
DROAN05605,A_aegypti,528,206
DROAN05605,A_albimanus,528,225
DROAN05605,A_arabiensis,528,220
DROAN05605,A_darlingi,528,51
DROAN05605,A_dirus,528,207
DROAN05605,A_farauti,528,338
DROAN05605,A_funestris,528,52
DROAN05605,A_stephensi,528,194
DROAN05605,C_quinquefasciatus_new,528,230
DROAN05605,D_melanogaster,528,293
DROAN05655,A_aegypti,733,144
DROAN05655,A_albimanus,733,187
DROAN05655,A_arabiensis,733,139
DROAN05655,A_atroparvus,733,64
DROAN05655,A_christyi,733,107
DROAN05655,A_culicifacies_new,733,149
DROAN05655,A_darlingi,733,147
DROAN05655,A_dirus,733,189
DROAN05655,A_epiroticus,733,123
DROAN05655,A_farauti,733,220
DROAN05655,A_funestris,733,185
DROAN05655,A_gambiae,733,193
DROAN05655,A_maculatus,733,131
DROAN05655,A_melas,733,139
DROAN05655,A_merus,733,139
DROAN05655,A_minimus_new,733,148
DROAN05655,A_quadriannulatus_new,733,139
DROAN05655,A_stephensi,733,180
DROAN05655,C_quinquefasciatus_new,733,107
DROAN05655,D_melanogaster,733,338
DROAN05729,A_aegypti,1873,139
DROAN05729,A_albimanus,1873,86
DROAN05729,A_culicifacies_new,1873,36
DROAN05729,A_dirus,1873,93
DROAN05729,A_farauti,1873,402
DROAN05729,A_funestris,1873,87
DROAN05729,A_gambiae,1873,85
DROAN05729,A_stephensi,1873,104
DROAN05729,C_quinquefasciatus_new,1873,335
DROAN05729,D_melanogaster,1873,341
DROAN05755,A_aegypti,393,263
DROAN05755,A_albimanus,393,281
DROAN05755,A_arabiensis,393,259
DROAN05755,A_atroparvus,393,201
DROAN05755,A_christyi,393,134
DROAN05755,A_culicifacies_new,393,236
DROAN05755,A_darlingi,393,342
DROAN05755,A_dirus,393,327
DROAN05755,A_epiroticus,393,278
DROAN05755,A_farauti,393,363
DROAN05755,A_funestris,393,268
DROAN05755,A_gambiae,393,253
DROAN05755,A_maculatus,393,181
DROAN05755,A_melas,393,284
DROAN05755,A_merus,393,316
DROAN05755,A_minimus_new,393,329
DROAN05755,A_quadriannulatus_new,393,345
DROAN05755,A_sinensis,393,216
DROAN05755,A_stephensi,393,245
DROAN05755,C_quinquefasciatus_new,393,303
DROAN05755,D_melanogaster,393,326
DROAN05819,A_aegypti,1279,149
DROAN05819,A_albimanus,1279,149
DROAN05819,A_arabiensis,1279,64
DROAN05819,A_stephensi,1279,168
DROAN05819,C_quinquefasciatus_new,1279,341
DROAN05819,D_melanogaster,1279,230
DROAN05970,A_aegypti,614,597
DROAN05970,A_albimanus,614,572
DROAN05970,A_arabiensis,614,559
DROAN05970,A_atroparvus,614,43
DROAN05970,A_christyi,614,502
DROAN05970,A_culicifacies_new,614,542
DROAN05970,A_darlingi,614,559
DROAN05970,A_dirus,614,550
DROAN05970,A_epiroticus,614,487
DROAN05970,A_farauti,614,567
DROAN05970,A_funestris,614,495
DROAN05970,A_gambiae,614,556
DROAN05970,A_maculatus,614,457
DROAN05970,A_melas,614,528
DROAN05970,A_merus,614,551
DROAN05970,A_minimus_new,614,614
DROAN05970,A_quadriannulatus_new,614,589
DROAN05970,A_sinensis,614,530
DROAN05970,A_stephensi,614,559
DROAN05970,C_quinquefasciatus_new,614,560
DROAN05970,D_melanogaster,614,540
DROAN05988,A_aegypti,580,361
DROAN05988,A_albimanus,580,361
DROAN05988,A_arabiensis,580,370
DROAN05988,A_atroparvus,580,126
DROAN05988,A_christyi,580,252
DROAN05988,A_culicifacies_new,580,325
DROAN05988,A_darlingi,580,324
DROAN05988,A_dirus,580,338
DROAN05988,A_epiroticus,580,173
DROAN05988,A_farauti,580,96
DROAN05988,A_funestris,580,358
DROAN05988,A_gambiae,580,340
DROAN05988,A_maculatus,580,210
DROAN05988,A_melas,580,283
DROAN05988,A_merus,580,252
DROAN05988,A_minimus_new,580,361
DROAN05988,A_quadriannulatus_new,580,372
DROAN05988,A_sinensis,580,163
DROAN05988,A_stephensi,580,345
DROAN05988,C_quinquefasciatus_new,580,422
DROAN05988,D_melanogaster,580,426
DROAN06106,A_aegypti,675,594
DROAN06106,A_albimanus,675,572
DROAN06106,A_arabiensis,675,504
DROAN06106,A_atroparvus,675,329
DROAN06106,A_christyi,675,371
DROAN06106,A_culicifacies_new,675,454
DROAN06106,A_darlingi,675,505
DROAN06106,A_dirus,675,542
DROAN06106,A_epiroticus,675,293
DROAN06106,A_farauti,675,550
DROAN06106,A_funestris,675,553
DROAN06106,A_gambiae,675,589
DROAN06106,A_maculatus,675,397
DROAN06106,A_melas,675,419
DROAN06106,A_merus,675,389
DROAN06106,A_minimus_new,675,473
DROAN06106,A_quadriannulatus_new,675,526
DROAN06106,A_sinensis,675,373
DROAN06106,A_stephensi,675,542
DROAN06106,C_quinquefasciatus_new,675,590
DROAN06106,D_melanogaster,675,592
DROAN06298,A_aegypti,674,38
DROAN06298,A_albimanus,674,71
DROAN06298,A_arabiensis,674,118
DROAN06298,A_christyi,674,39
DROAN06298,A_culicifacies_new,674,165
DROAN06298,A_darlingi,674,110
DROAN06298,A_farauti,674,335
DROAN06298,A_funestris,674,137
DROAN06298,A_gambiae,674,164
DROAN06298,A_merus,674,73
DROAN06298,A_minimus_new,674,81
DROAN06298,A_quadriannulatus_new,674,149
DROAN06298,A_stephensi,674,137
DROAN06298,C_quinquefasciatus_new,674,66
DROAN06298,D_melanogaster,674,170
DROAN06372,A_aegypti,450,118
DROAN06372,A_albimanus,450,169
DROAN06372,A_arabiensis,450,141
DROAN06372,A_darlingi,450,144
DROAN06372,A_dirus,450,142
DROAN06372,A_farauti,450,90
DROAN06372,A_funestris,450,147
DROAN06372,A_gambiae,450,207
DROAN06372,A_minimus_new,450,206
DROAN06372,A_stephensi,450,137
DROAN06372,C_quinquefasciatus_new,450,124
DROAN06372,D_melanogaster,450,169
DROAN06381,A_aegypti,311,107
DROAN06381,A_albimanus,311,158
DROAN06381,A_arabiensis,311,215
DROAN06381,A_atroparvus,311,60
DROAN06381,A_christyi,311,68
DROAN06381,A_culicifacies_new,311,111
DROAN06381,A_darlingi,311,98
DROAN06381,A_dirus,311,181
DROAN06381,A_farauti,311,144
DROAN06381,A_funestris,311,179
DROAN06381,A_gambiae,311,118
DROAN06381,A_melas,311,140
DROAN06381,A_merus,311,103
DROAN06381,A_minimus_new,311,159
DROAN06381,A_quadriannulatus_new,311,157
DROAN06381,A_sinensis,311,53
DROAN06381,A_stephensi,311,213
DROAN06381,C_quinquefasciatus_new,311,140
DROAN06381,D_melanogaster,311,232
DROAN06385,A_aegypti,219,174
DROAN06385,A_albimanus,219,172
DROAN06385,A_arabiensis,219,185
DROAN06385,A_atroparvus,219,188
DROAN06385,A_christyi,219,183
DROAN06385,A_culicifacies_new,219,219
DROAN06385,A_darlingi,219,185
DROAN06385,A_dirus,219,191
DROAN06385,A_epiroticus,219,142
DROAN06385,A_farauti,219,219
DROAN06385,A_funestris,219,216
DROAN06385,A_gambiae,219,185
DROAN06385,A_maculatus,219,158
DROAN06385,A_melas,219,188
DROAN06385,A_merus,219,215
DROAN06385,A_minimus_new,219,195
DROAN06385,A_quadriannulatus_new,219,216
DROAN06385,A_sinensis,219,135
DROAN06385,A_stephensi,219,219
DROAN06385,C_quinquefasciatus_new,219,185
DROAN06385,D_melanogaster,219,219
DROAR04561,D_melanogaster,215,100
DROAR04570,A_aegypti,366,123
DROAR04570,A_albimanus,366,69
DROAR04570,A_arabiensis,366,212
DROAR04570,A_atroparvus,366,81
DROAR04570,A_christyi,366,97
DROAR04570,A_culicifacies_new,366,140
DROAR04570,A_darlingi,366,132
DROAR04570,A_dirus,366,53
DROAR04570,A_epiroticus,366,53
DROAR04570,A_farauti,366,188
DROAR04570,A_funestris,366,234
DROAR04570,A_gambiae,366,53
DROAR04570,A_maculatus,366,73
DROAR04570,A_merus,366,63
DROAR04570,A_minimus_new,366,242
DROAR04570,A_quadriannulatus_new,366,95
DROAR04570,A_sinensis,366,38
DROAR04570,A_stephensi,366,156
DROAR04570,C_quinquefasciatus_new,366,260
DROAR04570,D_melanogaster,366,276
DROAR04598,A_aegypti,633,549
DROAR04598,A_albimanus,633,527
DROAR04598,A_arabiensis,633,495
DROAR04598,A_atroparvus,633,317
DROAR04598,A_christyi,633,400
DROAR04598,A_culicifacies_new,633,466
DROAR04598,A_darlingi,633,454
DROAR04598,A_dirus,633,449
DROAR04598,A_epiroticus,633,264
DROAR04598,A_farauti,633,433
DROAR04598,A_funestris,633,497
DROAR04598,A_gambiae,633,470
DROAR04598,A_maculatus,633,330
DROAR04598,A_melas,633,410
DROAR04598,A_merus,633,391
DROAR04598,A_minimus_new,633,482
DROAR04598,A_quadriannulatus_new,633,500
DROAR04598,A_sinensis,633,357
DROAR04598,A_stephensi,633,574
DROAR04598,C_quinquefasciatus_new,633,576
DROAR04598,D_melanogaster,633,490
DROAR04747,D_melanogaster,599,273
DROAR04824,A_aegypti,514,206
DROAR04824,A_albimanus,514,237
DROAR04824,A_arabiensis,514,211
DROAR04824,A_darlingi,514,134
DROAR04824,A_dirus,514,207
DROAR04824,A_farauti,514,393
DROAR04824,A_funestris,514,52
DROAR04824,A_stephensi,514,219
DROAR04824,C_quinquefasciatus_new,514,363
DROAR04824,D_melanogaster,514,309
DROAR04833,A_aegypti,1321,216
DROAR04833,A_albimanus,1321,169
DROAR04833,A_arabiensis,1321,222
DROAR04833,A_darlingi,1321,150
DROAR04833,A_dirus,1321,244
DROAR04833,A_farauti,1321,278
DROAR04833,A_funestris,1321,192
DROAR04833,A_gambiae,1321,207
DROAR04833,A_stephensi,1321,300
DROAR04833,C_quinquefasciatus_new,1321,465
DROAR04833,D_melanogaster,1321,260
DROAR04968,A_aegypti,713,341
DROAR04968,A_albimanus,713,338
DROAR04968,A_arabiensis,713,326
DROAR04968,A_atroparvus,713,131
DROAR04968,A_christyi,713,222
DROAR04968,A_culicifacies_new,713,293
DROAR04968,A_darlingi,713,240
DROAR04968,A_dirus,713,315
DROAR04968,A_epiroticus,713,174
DROAR04968,A_farauti,713,96
DROAR04968,A_funestris,713,346
DROAR04968,A_gambiae,713,311
DROAR04968,A_maculatus,713,159
DROAR04968,A_melas,713,307
DROAR04968,A_merus,713,327
DROAR04968,A_minimus_new,713,340
DROAR04968,A_quadriannulatus_new,713,262
DROAR04968,A_sinensis,713,184
DROAR04968,A_stephensi,713,323
DROAR04968,C_quinquefasciatus_new,713,341
DROAR04968,D_melanogaster,713,340
DROAR05013,A_aegypti,655,62
DROAR05013,A_albimanus,655,87
DROAR05013,A_arabiensis,655,81
DROAR05013,A_christyi,655,64
DROAR05013,A_culicifacies_new,655,61
DROAR05013,A_darlingi,655,88
DROAR05013,A_dirus,655,79
DROAR05013,A_farauti,655,78
DROAR05013,A_funestris,655,88
DROAR05013,A_gambiae,655,44
DROAR05013,A_maculatus,655,38
DROAR05013,A_merus,655,81
DROAR05013,A_minimus_new,655,91
DROAR05013,A_quadriannulatus_new,655,81
DROAR05013,A_sinensis,655,41
DROAR05013,A_stephensi,655,68
DROAR05013,C_quinquefasciatus_new,655,62
DROAR05013,D_melanogaster,655,227
DROAR05062,A_aegypti,900,681
DROAR05062,A_albimanus,900,744
DROAR05062,A_arabiensis,900,703
DROAR05062,A_christyi,900,156
DROAR05062,A_culicifacies_new,900,350
DROAR05062,A_darlingi,900,419
DROAR05062,A_dirus,900,676
DROAR05062,A_epiroticus,900,137
DROAR05062,A_farauti,900,237
DROAR05062,A_funestris,900,635
DROAR05062,A_gambiae,900,422
DROAR05062,A_maculatus,900,201
DROAR05062,A_melas,900,152
DROAR05062,A_merus,900,168
DROAR05062,A_minimus_new,900,481
DROAR05062,A_quadriannulatus_new,900,386
DROAR05062,A_sinensis,900,180
DROAR05062,A_stephensi,900,836
DROAR05062,C_quinquefasciatus_new,900,862
DROAR05062,D_melanogaster,900,530
DROAR05284,A_farauti,407,190
DROAR05284,C_quinquefasciatus_new,407,192
DROAR05426,A_aegypti,498,421
DROAR05426,A_albimanus,498,446
DROAR05426,A_arabiensis,498,427
DROAR05426,A_christyi,498,377
DROAR05426,A_culicifacies_new,498,461
DROAR05426,A_darlingi,498,409
DROAR05426,A_dirus,498,427
DROAR05426,A_epiroticus,498,327
DROAR05426,A_farauti,498,88
DROAR05426,A_funestris,498,436
DROAR05426,A_gambiae,498,418
DROAR05426,A_maculatus,498,375
DROAR05426,A_melas,498,409
DROAR05426,A_merus,498,404
DROAR05426,A_minimus_new,498,416
DROAR05426,A_quadriannulatus_new,498,446
DROAR05426,A_sinensis,498,307
DROAR05426,A_stephensi,498,430
DROAR05426,C_quinquefasciatus_new,498,422
DROAR05426,D_melanogaster,498,412
DROAR05689,A_aegypti,1829,44
DROAR05689,A_albimanus,1829,59
DROAR05689,A_christyi,1829,88
DROAR05689,A_culicifacies_new,1829,93
DROAR05689,A_dirus,1829,57
DROAR05689,A_melas,1829,37
DROAR05689,A_merus,1829,48
DROAR05689,A_quadriannulatus_new,1829,48
DROAR05689,A_sinensis,1829,55
DROAR05689,A_stephensi,1829,70
DROAR05689,C_quinquefasciatus_new,1829,153
DROAR05689,D_melanogaster,1829,103
DROAR05782,A_aegypti,444,379
DROAR05782,A_albimanus,444,378
DROAR05782,A_arabiensis,444,416
DROAR05782,A_atroparvus,444,237
DROAR05782,A_christyi,444,378
DROAR05782,A_culicifacies_new,444,415
DROAR05782,A_darlingi,444,378
DROAR05782,A_dirus,444,426
DROAR05782,A_epiroticus,444,317
DROAR05782,A_farauti,444,445
DROAR05782,A_funestris,444,426
DROAR05782,A_gambiae,444,380
DROAR05782,A_maculatus,444,337
DROAR05782,A_melas,444,333
DROAR05782,A_merus,444,355
DROAR05782,A_minimus_new,444,426
DROAR05782,A_quadriannulatus_new,444,403
DROAR05782,A_sinensis,444,336
DROAR05782,A_stephensi,444,402
DROAR05782,C_quinquefasciatus_new,444,378
DROAR05782,D_melanogaster,444,309
DROAR05812,A_aegypti,359,178
DROAR05812,A_albimanus,359,237
DROAR05812,A_arabiensis,359,241
DROAR05812,A_christyi,359,160
DROAR05812,A_darlingi,359,289
DROAR05812,A_dirus,359,291
DROAR05812,A_epiroticus,359,163
DROAR05812,A_funestris,359,280
DROAR05812,A_gambiae,359,253
DROAR05812,A_maculatus,359,57
DROAR05812,A_merus,359,133
DROAR05812,A_minimus_new,359,286
DROAR05812,A_quadriannulatus_new,359,176
DROAR05812,A_sinensis,359,44
DROAR05812,A_stephensi,359,296
DROAR05812,C_quinquefasciatus_new,359,281
DROAR05812,D_melanogaster,359,174
DROAR05936,A_aegypti,1356,202
DROAR05936,A_albimanus,1356,160
DROAR05936,A_arabiensis,1356,176
DROAR05936,A_dirus,1356,137
DROAR05936,A_funestris,1356,209
DROAR05936,A_stephensi,1356,190
DROAR05936,C_quinquefasciatus_new,1356,383
DROAR05936,D_melanogaster,1356,356
DROAR06117,A_aegypti,408,261
DROAR06117,A_albimanus,408,304
