id,r1,r2,ref,augustus
SRR27912247,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR27912247_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR27912247_2.fastq,,saccharomyces
SRR28733277,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28733277_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28733277_2.fastq,,saccharomyces
SRR28733281,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28733281_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28733281_2.fastq,,saccharomyces
SRR28842716,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28842716_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28842716_2.fastq,,saccharomyces
SRR28926236,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28926236_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28926236_2.fastq,,saccharomyces
SRR28960502,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28960502_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28960502_2.fastq,,saccharomyces
SRR28962293,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28962293_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR28962293_2.fastq,,saccharomyces
SRR3928103,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3928103_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3928103_2.fastq,,saccharomyces
SRR449430,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR449430_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR449430_2.fastq,,saccharomyces
SRR6653446,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6653446_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6653446_2.fastq,,saccharomyces
SRR6659927,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6659927_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6659927_2.fastq,,saccharomyces
DRR030855,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR030855_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR030855_2.fastq,,saccharomyces
DRR032472,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032472_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032472_2.fastq,,saccharomyces
DRR032473,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032473_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032473_2.fastq,,saccharomyces
DRR032475,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032475_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032475_2.fastq,,saccharomyces
DRR032476,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032476_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032476_2.fastq,,saccharomyces
DRR032477,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032477_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032477_2.fastq,,saccharomyces
DRR032478,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032478_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032478_2.fastq,,saccharomyces
DRR032482,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032482_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032482_2.fastq,,saccharomyces
DRR032483,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032483_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032483_2.fastq,,saccharomyces
DRR032484,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032484_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032484_2.fastq,,saccharomyces
DRR032485,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032485_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032485_2.fastq,,saccharomyces
DRR032487,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032487_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032487_2.fastq,,saccharomyces
DRR032488,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032488_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032488_2.fastq,,saccharomyces
DRR032489,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032489_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032489_2.fastq,,saccharomyces
DRR032490,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032490_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032490_2.fastq,,saccharomyces
DRR032492,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032492_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032492_2.fastq,,saccharomyces
DRR032537,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032537_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032537_2.fastq,,saccharomyces
DRR032547,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032547_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032547_2.fastq,,saccharomyces
DRR032554,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032554_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032554_2.fastq,,saccharomyces
DRR032561,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032561_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032561_2.fastq,,saccharomyces
DRR032582,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032582_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032582_2.fastq,,saccharomyces
DRR032583,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032583_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR032583_2.fastq,,saccharomyces
DRR037283,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR037283_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR037283_2.fastq,,saccharomyces
DRR037291,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR037291_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR037291_2.fastq,,saccharomyces
DRR040637,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR040637_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR040637_2.fastq,,saccharomyces
DRR040641,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR040641_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR040641_2.fastq,,saccharomyces
DRR040654,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR040654_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR040654_2.fastq,,saccharomyces
DRR040667,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR040667_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR040667_2.fastq,,saccharomyces
DRR042669,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR042669_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR042669_2.fastq,,saccharomyces
DRR042681,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR042681_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR042681_2.fastq,,saccharomyces
DRR043254,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR043254_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR043254_2.fastq,,saccharomyces
DRR043257,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR043257_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR043257_2.fastq,,saccharomyces
DRR060260,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR060260_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR060260_2.fastq,,saccharomyces
DRR063217,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR063217_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR063217_2.fastq,,saccharomyces
DRR065857,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR065857_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR065857_2.fastq,,saccharomyces
DRR088700,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR088700_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/DRR088700_2.fastq,,saccharomyces
ERR1102659,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR1102659_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR1102659_2.fastq,,saccharomyces
ERR1865257,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR1865257_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR1865257_2.fastq,,saccharomyces
ERR2067897,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2067897_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2067897_2.fastq,,saccharomyces
ERR2348785,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2348785_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2348785_2.fastq,,saccharomyces
ERR246509,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR246509_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR246509_2.fastq,,saccharomyces
ERR247405,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR247405_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR247405_2.fastq,,saccharomyces
ERR2600397,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2600397_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2600397_2.fastq,,saccharomyces
ERR2600670,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2600670_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2600670_2.fastq,,saccharomyces
ERR2722036,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2722036_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2722036_2.fastq,,saccharomyces
ERR2737224,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2737224_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2737224_2.fastq,,saccharomyces
ERR2752133,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2752133_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2752133_2.fastq,,saccharomyces
ERR2752260,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2752260_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2752260_2.fastq,,saccharomyces
ERR2752261,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2752261_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2752261_2.fastq,,saccharomyces
ERR2799359,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799359_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799359_2.fastq,,saccharomyces
ERR2799366,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799366_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799366_2.fastq,,saccharomyces
ERR2799373,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799373_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799373_2.fastq,,saccharomyces
ERR2799377,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799377_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799377_2.fastq,,saccharomyces
ERR2799385,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799385_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799385_2.fastq,,saccharomyces
ERR2799409,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799409_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799409_2.fastq,,saccharomyces
ERR2799410,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799410_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799410_2.fastq,,saccharomyces
ERR2799417,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799417_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799417_2.fastq,,saccharomyces
ERR2799425,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799425_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799425_2.fastq,,saccharomyces
ERR2799426,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799426_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799426_2.fastq,,saccharomyces
ERR2799432,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799432_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2799432_2.fastq,,saccharomyces
ERR2814817,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2814817_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR2814817_2.fastq,,saccharomyces
ERR321999,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR321999_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR321999_2.fastq,,saccharomyces
ERR331061,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR331061_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR331061_2.fastq,,saccharomyces
ERR331063,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR331063_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR331063_2.fastq,,saccharomyces
ERR331064,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR331064_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR331064_2.fastq,,saccharomyces
ERR331065,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR331065_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR331065_2.fastq,,saccharomyces
ERR339465,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR339465_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR339465_2.fastq,,saccharomyces
ERR3456267,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR3456267_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR3456267_2.fastq,,saccharomyces
ERR570060,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR570060_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR570060_2.fastq,,saccharomyces
ERR570061,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR570061_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR570061_2.fastq,,saccharomyces
ERR664801,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR664801_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR664801_2.fastq,,saccharomyces
ERR946881,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR946881_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR946881_2.fastq,,saccharomyces
ERR993614,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR993614_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/ERR993614_2.fastq,,saccharomyces
SRR058891,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR058891_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR058891_2.fastq,,saccharomyces
SRR058901,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR058901_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR058901_2.fastq,,saccharomyces
SRR065672,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR065672_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR065672_2.fastq,,saccharomyces
SRR071890,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR071890_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR071890_2.fastq,,saccharomyces
SRR072065,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR072065_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR072065_2.fastq,,saccharomyces
SRR072088,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR072088_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR072088_2.fastq,,saccharomyces
